Dataset,Board,Sensor,Kepco_Current_A,Resistance_Ohms,Magnetic_Field_T
Hsin Tings Board,Board2,B,0.4,70547.3,12.729
Hsin Tings Board,Board2,B,0.425,70492.07,13.7555
Hsin Tings Board,Board2,B,0.45,70436.26,14.6262
Hsin Tings Board,Board2,B,0.475,70379.95,15.5288
Hsin Tings Board,Board2,B,0.5,70325.05,16.4067
Hsin Tings Board,Board2,B,0.525,70270.94,17.2885
Hsin Tings Board,Board2,B,0.55,70217.38,18.1694
Hsin Tings Board,Board2,B,0.575,70162.21,19.0258
Hsin Tings Board,Board2,B,0.6,70107.27,19.8717
Hsin Tings Board,Board2,B,0.625,70053.83,20.6975
Hsin Tings Board,Board2,B,0.65,69999.59,21.5232
Hsin Tings Board,Board2,B,0.675,69947.84,22.3588
Hsin Tings Board,Board2,B,0.7,69893.13,23.1579
Hsin Tings Board,Board2,B,0.725,69839.18,23.9817
Hsin Tings Board,Board2,B,0.75,69786.2,24.7603
Hsin Tings Board,Board2,B,0.775,69732.13,25.5482
Hsin Tings Board,Board2,B,0.8,69679.02,26.3599
Hsin Tings Board,Board2,B,0.825,69624.49,27.1272
Hsin Tings Board,Board2,B,0.85,69570.66,27.9195
Hsin Tings Board,Board2,B,0.875,69517.91,28.7121
Hsin Tings Board,Board2,B,0.9,69463.92,29.487
Hsin Tings Board,Board2,B,0.925,69412.91,30.2558
Hsin Tings Board,Board2,B,0.95,69361.24,31.053
Hsin Tings Board,Board2,B,0.975,69308.29,31.808
Hsin Tings Board,Board2,B,1,69254.7,32.573
Hsin Tings Board,Board2,C,-1,58155.96,-25.1182
Hsin Tings Board,Board2,C,-0.975,58087.83,-24.46
Hsin Tings Board,Board2,C,-0.95,58015.35,-23.7916
Hsin Tings Board,Board2,C,-0.925,57944.63,-23.1403
Hsin Tings Board,Board2,C,-0.9,57872.11,-22.4727
Hsin Tings Board,Board2,C,-0.875,57801.98,-21.8247
Hsin Tings Board,Board2,C,-0.85,57731.11,-21.1722
Hsin Tings Board,Board2,C,-0.825,57659.86,-20.505
Hsin Tings Board,Board2,C,-0.8,57590.11,-19.8398
Hsin Tings Board,Board2,C,-0.775,57518.84,-19.1702
Hsin Tings Board,Board2,C,-0.75,57447.86,-18.5206
Hsin Tings Board,Board2,C,-0.725,57379.94,-17.8571
Hsin Tings Board,Board2,C,-0.7,57307.62,-17.1972
Hsin Tings Board,Board2,C,-0.675,57237.84,-16.5483
Hsin Tings Board,Board2,C,-0.65,57169.14,-15.8786
Hsin Tings Board,Board2,C,-0.625,57097.62,-15.2237
Hsin Tings Board,Board2,C,-0.6,57028.26,-14.5538
Hsin Tings Board,Board2,C,-0.575,56960.72,-13.9033
Hsin Tings Board,Board2,C,-0.55,56888.97,-13.232
Hsin Tings Board,Board2,C,-0.525,56822.55,-12.5796
Hsin Tings Board,Board2,C,-0.5,56757.66,-11.9369
Hsin Tings Board,Board2,C,-0.475,56685.25,-11.2668
Hsin Tings Board,Board2,C,-0.45,56616.67,-10.6087
Hsin Tings Board,Board2,C,-0.425,56550.88,-9.9526
Hsin Tings Board,Board2,C,-0.4,56480.82,-9.2745
Hsin Tings Board,Board2,C,-0.375,56410.91,-8.6038
Hsin Tings Board,Board2,C,-0.35,56346.12,-7.9726
Hsin Tings Board,Board2,C,-0.325,56276.31,-7.3134
Hsin Tings Board,Board2,C,-0.3,56208.66,-6.6417
Hsin Tings Board,Board2,C,-0.275,56143.19,-5.9835
Hsin Tings Board,Board2,C,-0.25,56075.36,-5.3312
Hsin Tings Board,Board2,C,-0.225,56009.07,-4.674
Hsin Tings Board,Board2,C,-0.2,55943.79,-4.0181
Hsin Tings Board,Board2,C,-0.175,55877.07,-3.3478
Hsin Tings Board,Board2,C,-0.15,55810.63,-2.6986
Hsin Tings Board,Board2,C,-0.125,55745.76,-2.0582
Hsin Tings Board,Board2,C,-0.1,55680.5,-1.4066
Hsin Tings Board,Board2,C,-0.075,55615.18,-0.73375
Hsin Tings Board,Board2,C,-0.0499999999999999,55549.73,-0.09666
Hsin Tings Board,Board2,C,-0.0249999999999999,55482.6,0.55615
Hsin Tings Board,Board2,C,0,55416.5,1.2177
Hsin Tings Board,Board2,C,0.0249999999999999,55354.79,1.86433
Hsin Tings Board,Board2,C,0.0499999999999999,55288.91,2.52817
Hsin Tings Board,Board2,C,0.075,55225.31,3.15391
Hsin Tings Board,Board2,C,0.1,55159.75,3.8092
Hsin Tings Board,Board2,C,0.125,55097.76,4.4396
Hsin Tings Board,Board2,C,0.15,55032.94,5.058
Hsin Tings Board,Board2,C,0.175,54969.32,5.6275
Hsin Tings Board,Board2,C,0.2,54908.62,6.2521
Hsin Tings Board,Board2,C,0.225,54843.8,6.8422
Hsin Tings Board,Board2,C,0.25,54780.4,7.4268
Hsin Tings Board,Board2,C,0.275,54717.04,7.9591
Hsin Tings Board,Board2,C,0.3,54656.58,8.3256
Hsin Tings Board,Board2,C,0.325,54594.66,8.7576
Hsin Tings Board,Board2,C,0.35,54530.33,9.285
Hsin Tings Board,Board2,C,0.375,54465.56,9.7929
Hsin Tings Board,Board2,C,0.4,54402.96,10.3783
Hsin Tings Board,Board2,C,0.425,54341.19,10.9716
Hsin Tings Board,Board2,C,0.45,54278.82,11.5908
Hsin Tings Board,Board2,C,0.475,54216.25,12.1803
Hsin Tings Board,Board2,C,0.5,54154.68,12.7867
Hsin Tings Board,Board2,C,0.525,54092.29,13.3997
Hsin Tings Board,Board2,C,0.55,54031.87,14.0164
Hsin Tings Board,Board2,C,0.575,53970.61,14.6488
Hsin Tings Board,Board2,C,0.6,53909.56,15.2771
Hsin Tings Board,Board2,C,0.625,53847.59,15.9019
Hsin Tings Board,Board2,C,0.65,53785.47,16.5215
Hsin Tings Board,Board2,C,0.675,53724.63,17.1533
Hsin Tings Board,Board2,C,0.7,53665.73,17.7844
Hsin Tings Board,Board2,C,0.725,53603.8,18.4192
Hsin Tings Board,Board2,C,0.75,53542.24,19.0743
Hsin Tings Board,Board2,C,0.775,53480.64,19.7101
Hsin Tings Board,Board2,C,0.8,53422.1,20.3511
Hsin Tings Board,Board2,C,0.825,53360.55,20.9875
Hsin Tings Board,Board2,C,0.85,53299.89,21.63
Hsin Tings Board,Board2,C,0.875,53240.46,22.2941
Hsin Tings Board,Board2,C,0.9,53182.77,22.9338
Hsin Tings Board,Board2,C,0.925,53121.93,23.5845
Hsin Tings Board,Board2,C,0.95,53063.25,24.2259
Hsin Tings Board,Board2,C,0.975,53003.87,24.8817
Hsin Tings Board,Board2,C,1,52943.87,25.5364
Hsin Tings Board,Board2,D,-1,59178.68,-25.3222
Hsin Tings Board,Board2,D,-0.975,59108.11,-24.6914
Hsin Tings Board,Board2,D,-0.95,59035.82,-24.0487
Hsin Tings Board,Board2,D,-0.925,58960.55,-23.3915
Hsin Tings Board,Board2,D,-0.9,58889.73,-22.7287
Hsin Tings Board,Board2,D,-0.875,58815.59,-22.0764
Hsin Tings Board,Board2,D,-0.85,58741.43,-21.4409
Hsin Tings Board,Board2,D,-0.825,58667.14,-20.7932
Hsin Tings Board,Board2,D,-0.8,58591.6,-20.1577
Hsin Tings Board,Board2,D,-0.775,58519.44,-19.5051
Hsin Tings Board,Board2,D,-0.75,58443.97,-18.8554
Hsin Tings Board,Board2,D,-0.725,58370.75,-18.2118
Hsin Tings Board,Board2,D,-0.7,58297.8,-17.5487
Hsin Tings Board,Board2,D,-0.675,58224.38,-16.9015
Hsin Tings Board,Board2,D,-0.65,58150.13,-16.2501
Hsin Tings Board,Board2,D,-0.625,58079.14,-15.6163
Hsin Tings Board,Board2,D,-0.6,58006.3,-14.9684
Hsin Tings Board,Board2,D,-0.575,57936.99,-14.3219
Hsin Tings Board,Board2,D,-0.55,57865.71,-13.652
Hsin Tings Board,Board2,D,-0.525,57793.86,-13.0174
Hsin Tings Board,Board2,D,-0.5,57722.41,-12.3709
Hsin Tings Board,Board2,D,-0.475,57650.49,-11.7165
Hsin Tings Board,Board2,D,-0.45,57578.66,-11.0728
Hsin Tings Board,Board2,D,-0.425,57509.18,-10.419
Hsin Tings Board,Board2,D,-0.4,57435.6,-9.785
Hsin Tings Board,Board2,D,-0.375,57364.22,-9.1323
Hsin Tings Board,Board2,D,-0.35,57295.59,-8.4805
Hsin Tings Board,Board2,D,-0.325,57225.75,-7.8338
Hsin Tings Board,Board2,D,-0.3,57156.66,-7.1867
Hsin Tings Board,Board2,D,-0.275,57085.25,-6.547
Hsin Tings Board,Board2,D,-0.25,57014.15,-5.905
Hsin Tings Board,Board2,D,-0.225,56944.96,-5.2562
Hsin Tings Board,Board2,D,-0.2,56877.29,-4.6065
Hsin Tings Board,Board2,D,-0.175,56807.74,-3.9537
Hsin Tings Board,Board2,D,-0.15,56739.43,-3.2949
Hsin Tings Board,Board2,D,-0.125,56670.94,-2.6551
Hsin Tings Board,Board2,D,-0.1,56604,-1.9969
Hsin Tings Board,Board2,D,-0.075,56535.78,-1.37821
Hsin Tings Board,Board2,D,-0.0499999999999999,56467.07,-0.73161
Hsin Tings Board,Board2,D,-0.0249999999999999,56398.61,-0.09672
Hsin Tings Board,Board2,D,0,56331.45,0.55269
Hsin Tings Board,Board2,D,0.0249999999999999,56261.72,1.18005
Hsin Tings Board,Board2,D,0.0499999999999999,56193.65,1.83998
Hsin Tings Board,Board2,D,0.075,56126.72,2.4751
Hsin Tings Board,Board2,D,0.1,56061.41,3.10757
Hsin Tings Board,Board2,D,0.125,55992.38,3.7467
Hsin Tings Board,Board2,D,0.15,55925.16,4.3991
Hsin Tings Board,Board2,D,0.175,55861.02,5.0001
Hsin Tings Board,Board2,D,0.2,55794.5,5.5938
Hsin Tings Board,Board2,D,0.225,55730.63,6.2215
Hsin Tings Board,Board2,D,0.25,55665.61,6.8415
Hsin Tings Board,Board2,D,0.275,55600.88,7.4195
Hsin Tings Board,Board2,D,0.3,55539.53,7.9209
Hsin Tings Board,Board2,D,0.325,55474.52,8.4675
Hsin Tings Board,Board2,D,0.35,55410.17,9.0532
Hsin Tings Board,Board2,D,0.375,55345.73,9.6717
Hsin Tings Board,Board2,D,0.4,55281.64,10.3064
Hsin Tings Board,Board2,D,0.425,55216.06,10.9319
Hsin Tings Board,Board2,D,0.45,55151.72,11.5532
Hsin Tings Board,Board2,D,0.475,55086.98,12.1752
Hsin Tings Board,Board2,D,0.5,55022.64,12.8233
Hsin Tings Board,Board2,D,0.525,54958.54,13.4403
Hsin Tings Board,Board2,D,0.55,54893.37,14.0766
Hsin Tings Board,Board2,D,0.575,54829.7,14.7167
Hsin Tings Board,Board2,D,0.6,54764.7,15.3385
Hsin Tings Board,Board2,D,0.625,54700.97,15.9876
Hsin Tings Board,Board2,D,0.65,54636.62,16.6293
Hsin Tings Board,Board2,D,0.675,54574.17,17.2578
Hsin Tings Board,Board2,D,0.7,54510.62,17.9013
Hsin Tings Board,Board2,D,0.725,54447.35,18.5565
Hsin Tings Board,Board2,D,0.75,54385.54,19.1762
Hsin Tings Board,Board2,D,0.775,54321.54,19.8228
Hsin Tings Board,Board2,D,0.8,54259,20.4696
Hsin Tings Board,Board2,D,0.825,54196.68,21.1369
Hsin Tings Board,Board2,D,0.85,54133.86,21.7582
Hsin Tings Board,Board2,D,0.875,54071.75,22.4009
Hsin Tings Board,Board2,D,0.9,54010.17,23.047
Hsin Tings Board,Board2,D,0.925,53947.35,23.6784
Hsin Tings Board,Board2,D,0.95,53885.01,24.3233
Hsin Tings Board,Board2,D,0.975,53822.69,24.9706
Hsin Tings Board,Board2,D,1,53762.29,25.6173
Hsin Tings Board,Board3,A,-1,35669.77,-27.2023
Hsin Tings Board,Board3,A,-0.975,35666.21,-26.5231
Hsin Tings Board,Board3,A,-0.95,35661.93,-25.893
Hsin Tings Board,Board3,A,-0.925,35657.45,-25.2317
Hsin Tings Board,Board3,A,-0.9,35653.75,-24.575
Hsin Tings Board,Board3,A,-0.875,35650.36,-23.9095
Hsin Tings Board,Board3,A,-0.85,35646.05,-23.2725
Hsin Tings Board,Board3,A,-0.825,35642.52,-22.5971
Hsin Tings Board,Board3,A,-0.8,35638.46,-21.9446
Hsin Tings Board,Board3,A,-0.775,35634.94,-21.2867
Hsin Tings Board,Board3,A,-0.75,35630.84,-20.6173
Hsin Tings Board,Board3,A,-0.725,35626.59,-19.97
Hsin Tings Board,Board3,A,-0.7,35622.04,-19.3165
Hsin Tings Board,Board3,A,-0.675,35617.96,-18.6704
Hsin Tings Board,Board3,A,-0.65,35614.02,-17.9871
Hsin Tings Board,Board3,A,-0.625,35611.54,-17.3317
Hsin Tings Board,Board3,A,-0.6,35606.73,-16.6721
Hsin Tings Board,Board3,A,-0.575,35602.95,-16.0225
Hsin Tings Board,Board3,A,-0.55,35599.35,-15.3658
Hsin Tings Board,Board3,A,-0.525,35594.87,-14.7064
Hsin Tings Board,Board3,A,-0.5,35590.36,-14.0525
Hsin Tings Board,Board3,A,-0.475,35586.22,-13.3879
Hsin Tings Board,Board3,A,-0.45,35582.16,-12.7185
Hsin Tings Board,Board3,A,-0.425,35577.19,-12.0666
Hsin Tings Board,Board3,A,-0.4,35574.79,-11.4034
Hsin Tings Board,Board3,A,-0.375,35570.16,-10.7595
Hsin Tings Board,Board3,A,-0.35,35566.3,-10.0827
Hsin Tings Board,Board3,A,-0.325,35562.24,-9.4316
Hsin Tings Board,Board3,A,-0.3,35558.11,-8.7655
Hsin Tings Board,Board3,A,-0.275,35554.27,-8.1097
Hsin Tings Board,Board3,A,-0.25,35549.75,-7.4448
Hsin Tings Board,Board3,A,-0.225,35546.04,-6.7719
Hsin Tings Board,Board3,A,-0.2,35541.87,-6.1057
Hsin Tings Board,Board3,A,-0.175,35538.63,-5.4562
Hsin Tings Board,Board3,A,-0.15,35534.9,-4.7923
Hsin Tings Board,Board3,A,-0.125,35530.61,-4.1309
Hsin Tings Board,Board3,A,-0.1,35526.09,-3.4695
Hsin Tings Board,Board3,A,-0.075,35522.45,-2.7933
Hsin Tings Board,Board3,A,-0.0499999999999999,35518.83,-2.1253
Hsin Tings Board,Board3,A,-0.0249999999999999,35512.43,-1.5144
Hsin Tings Board,Board3,A,0,35508.88,-0.80504
Hsin Tings Board,Board3,A,0.0249999999999999,35504.76,-0.13038
Hsin Tings Board,Board3,A,0.0499999999999999,35501.59,0.54278
Hsin Tings Board,Board3,A,0.075,35497.64,1.18949
Hsin Tings Board,Board3,A,0.1,35492.87,1.87884
Hsin Tings Board,Board3,A,0.125,35489.62,2.55864
Hsin Tings Board,Board3,A,0.15,35485.34,3.07005
Hsin Tings Board,Board3,A,0.175,35481.3,4.0848
Hsin Tings Board,Board3,A,0.2,35476.8,4.801
Hsin Tings Board,Board3,A,0.225,35473.56,5.5305
Hsin Tings Board,Board3,A,0.25,35469.09,6.2305
Hsin Tings Board,Board3,A,0.275,35464.87,7.1194
Hsin Tings Board,Board3,A,0.3,35460.24,7.9714
Hsin Tings Board,Board3,A,0.325,35456.89,8.7959
Hsin Tings Board,Board3,A,0.35,35453.28,9.5526
Hsin Tings Board,Board3,A,0.375,35448.68,10.2928
Hsin Tings Board,Board3,A,0.4,35444.47,11.028
Hsin Tings Board,Board3,A,0.425,35441.02,11.7489
Hsin Tings Board,Board3,A,0.45,35436.07,12.4518
Hsin Tings Board,Board3,A,0.475,35432.2,13.1528
Hsin Tings Board,Board3,A,0.5,35428.63,13.8654
Hsin Tings Board,Board3,A,0.525,35424.61,14.5462
Hsin Tings Board,Board3,A,0.55,35420.25,15.2714
Hsin Tings Board,Board3,A,0.575,35416.33,15.9383
Hsin Tings Board,Board3,A,0.6,35412.05,16.6161
Hsin Tings Board,Board3,A,0.625,35409.88,17.3087
Hsin Tings Board,Board3,A,0.65,35404.8,17.9857
Hsin Tings Board,Board3,A,0.675,35401.04,18.6802
Hsin Tings Board,Board3,A,0.7,35396.59,19.3412
Hsin Tings Board,Board3,A,0.725,35392.37,20.0264
Hsin Tings Board,Board3,A,0.75,35389.41,20.7034
Hsin Tings Board,Board3,A,0.775,35386.73,21.3834
Hsin Tings Board,Board3,A,0.8,35381.66,22.0531
Hsin Tings Board,Board3,A,0.825,35378.24,22.6988
Hsin Tings Board,Board3,A,0.85,35372.58,23.3805
Hsin Tings Board,Board3,A,0.875,35369.36,24.0692
Hsin Tings Board,Board3,A,0.9,35365.02,24.7472
Hsin Tings Board,Board3,A,0.925,35361.48,25.4106
Hsin Tings Board,Board3,A,0.95,35356.7,26.078
Hsin Tings Board,Board3,A,0.975,35353.5,26.755
Hsin Tings Board,Board3,A,1,35349.23,27.4056
Hsin Tings Board,Board3,B,-1,35968.55,-32.655
Hsin Tings Board,Board3,B,-0.975,35963.81,-31.94
Hsin Tings Board,Board3,B,-0.95,35959.69,-31.232
Hsin Tings Board,Board3,B,-0.925,35956.2,-30.503
Hsin Tings Board,Board3,B,-0.9,35952.21,-29.765
Hsin Tings Board,Board3,B,-0.875,35947.46,-29.049
Hsin Tings Board,Board3,B,-0.85,35943.21,-28.299
Hsin Tings Board,Board3,B,-0.825,35939.75,-27.582
Hsin Tings Board,Board3,B,-0.8,35935.36,-26.865
Hsin Tings Board,Board3,B,-0.775,35930.59,-26.122
Hsin Tings Board,Board3,B,-0.75,35927.05,-25.391
Hsin Tings Board,Board3,B,-0.725,35922.23,-24.67
Hsin Tings Board,Board3,B,-0.7,35918.05,-23.94
Hsin Tings Board,Board3,B,-0.675,35914.43,-23.223
Hsin Tings Board,Board3,B,-0.65,35910.18,-22.477
Hsin Tings Board,Board3,B,-0.625,35906.43,-21.764
Hsin Tings Board,Board3,B,-0.6,35902.21,-21.026
Hsin Tings Board,Board3,B,-0.575,35897.59,-20.313
Hsin Tings Board,Board3,B,-0.55,35893.29,-19.587
Hsin Tings Board,Board3,B,-0.525,35888.59,-18.8779
Hsin Tings Board,Board3,B,-0.5,35884.31,-18.1315
Hsin Tings Board,Board3,B,-0.475,35880.23,-17.3992
Hsin Tings Board,Board3,B,-0.45,35876,-16.6603
Hsin Tings Board,Board3,B,-0.425,35871.99,-15.935
Hsin Tings Board,Board3,B,-0.4,35867.3,-15.2067
Hsin Tings Board,Board3,B,-0.375,35863.55,-14.4687
Hsin Tings Board,Board3,B,-0.35,35858.78,-13.7465
Hsin Tings Board,Board3,B,-0.325,35855.37,-13.005
Hsin Tings Board,Board3,B,-0.3,35850.82,-12.2788
Hsin Tings Board,Board3,B,-0.275,35847.24,-11.5317
Hsin Tings Board,Board3,B,-0.25,35842.41,-10.7943
Hsin Tings Board,Board3,B,-0.225,35838.18,-10.0682
Hsin Tings Board,Board3,B,-0.2,35833.46,-9.3176
Hsin Tings Board,Board3,B,-0.175,35830,-8.582
Hsin Tings Board,Board3,B,-0.15,35826.29,-7.8201
Hsin Tings Board,Board3,B,-0.125,35821.94,-7.0825
Hsin Tings Board,Board3,B,-0.1,35817.96,-6.3644
Hsin Tings Board,Board3,B,-0.075,35813.71,-5.5906
Hsin Tings Board,Board3,B,-0.0499999999999999,35809.17,-4.8508
Hsin Tings Board,Board3,B,-0.0249999999999999,35805.04,-4.1044
Hsin Tings Board,Board3,B,0,35801.41,-3.3463
Hsin Tings Board,Board3,B,0.0249999999999999,35797.6,-2.5974
Hsin Tings Board,Board3,B,0.0499999999999999,35793.5,-1.8325
Hsin Tings Board,Board3,B,0.075,35789.18,-1.07986
Hsin Tings Board,Board3,B,0.1,35784.78,-0.29448
Hsin Tings Board,Board3,B,0.125,35780.98,0.60501
Hsin Tings Board,Board3,B,0.15,35776.48,1.46371
Hsin Tings Board,Board3,B,0.175,35772.35,2.51296
Hsin Tings Board,Board3,B,0.2,35767.63,3.40234
Hsin Tings Board,Board3,B,0.225,35764.5,4.2925
Hsin Tings Board,Board3,B,0.25,35759.36,5.1798
Hsin Tings Board,Board3,B,0.275,35755.22,6.8185
Hsin Tings Board,Board3,B,0.3,35751.56,8.4094
Hsin Tings Board,Board3,B,0.325,35746.98,9.6879
Hsin Tings Board,Board3,B,0.35,35743.27,10.8542
Hsin Tings Board,Board3,B,0.375,35738.81,11.8851
Hsin Tings Board,Board3,B,0.4,35734.29,12.8404
Hsin Tings Board,Board3,B,0.425,35729.89,13.8011
Hsin Tings Board,Board3,B,0.45,35726.21,14.7374
Hsin Tings Board,Board3,B,0.475,35722.21,15.6148
Hsin Tings Board,Board3,B,0.5,35717.37,16.4888
Hsin Tings Board,Board3,B,0.525,35714.38,17.3759
Hsin Tings Board,Board3,B,0.55,35709.27,18.1987
Hsin Tings Board,Board3,B,0.575,35706.14,19.0317
Hsin Tings Board,Board3,B,0.6,35701.9,19.8708
Hsin Tings Board,Board3,B,0.625,35696.75,20.7139
Hsin Tings Board,Board3,B,0.65,35692.8,21.5035
Hsin Tings Board,Board3,B,0.675,35688.38,22.3265
Hsin Tings Board,Board3,B,0.7,35684.05,23.1325
Hsin Tings Board,Board3,B,0.725,35679.76,23.9332
Hsin Tings Board,Board3,B,0.75,35675.55,24.7118
Hsin Tings Board,Board3,B,0.775,35670.83,25.4855
Hsin Tings Board,Board3,B,0.8,35668.04,26.2908
Hsin Tings Board,Board3,B,0.825,35663.93,27.0865
Hsin Tings Board,Board3,B,0.85,35659.27,27.8391
Hsin Tings Board,Board3,B,0.875,35654.85,28.6245
Hsin Tings Board,Board3,B,0.9,35650.94,29.3834
Hsin Tings Board,Board3,B,0.925,35646.39,30.1533
Hsin Tings Board,Board3,B,0.95,35642.41,30.951
Hsin Tings Board,Board3,B,0.975,35638.45,31.698
Hsin Tings Board,Board3,B,1,35634.82,32.459
Hsin Tings Board,Board3,C,-1,39809.13,-25.0363
Hsin Tings Board,Board3,C,-0.975,39799.77,-24.3647
Hsin Tings Board,Board3,C,-0.95,39791.13,-23.7089
Hsin Tings Board,Board3,C,-0.925,39781.2,-23.0435
Hsin Tings Board,Board3,C,-0.9,39773.23,-22.3688
Hsin Tings Board,Board3,C,-0.875,39764.44,-21.7241
Hsin Tings Board,Board3,C,-0.85,39754.67,-21.0372
Hsin Tings Board,Board3,C,-0.825,39745.61,-20.3902
Hsin Tings Board,Board3,C,-0.8,39737.21,-19.7187
Hsin Tings Board,Board3,C,-0.775,39728.23,-19.0674
Hsin Tings Board,Board3,C,-0.75,39719.37,-18.4013
Hsin Tings Board,Board3,C,-0.725,39710.62,-17.7404
Hsin Tings Board,Board3,C,-0.7,39702.2,-17.0676
Hsin Tings Board,Board3,C,-0.675,39692.95,-16.4082
Hsin Tings Board,Board3,C,-0.65,39684.77,-15.739
Hsin Tings Board,Board3,C,-0.625,39675.52,-15.094
Hsin Tings Board,Board3,C,-0.6,39668.07,-14.4281
Hsin Tings Board,Board3,C,-0.575,39658,-13.7837
Hsin Tings Board,Board3,C,-0.55,39648.62,-13.1007
Hsin Tings Board,Board3,C,-0.525,39639.77,-12.4452
Hsin Tings Board,Board3,C,-0.5,39630.9,-11.7699
Hsin Tings Board,Board3,C,-0.475,39621.01,-11.1218
Hsin Tings Board,Board3,C,-0.45,39613.05,-10.4593
Hsin Tings Board,Board3,C,-0.425,39604.44,-9.7997
Hsin Tings Board,Board3,C,-0.4,39595.75,-9.1438
Hsin Tings Board,Board3,C,-0.375,39586.57,-8.4678
Hsin Tings Board,Board3,C,-0.35,39577.5,-7.814
Hsin Tings Board,Board3,C,-0.325,39568.84,-7.1442
Hsin Tings Board,Board3,C,-0.3,39559.95,-6.4811
Hsin Tings Board,Board3,C,-0.275,39551.35,-5.8324
Hsin Tings Board,Board3,C,-0.25,39542.23,-5.1608
Hsin Tings Board,Board3,C,-0.225,39533.42,-4.5103
Hsin Tings Board,Board3,C,-0.2,39524.52,-3.8508
Hsin Tings Board,Board3,C,-0.175,39516.03,-3.1918
Hsin Tings Board,Board3,C,-0.15,39506.74,-2.535
Hsin Tings Board,Board3,C,-0.125,39497.95,-1.8916
Hsin Tings Board,Board3,C,-0.1,39488.88,-1.23307
Hsin Tings Board,Board3,C,-0.075,39479.8,-0.57633
Hsin Tings Board,Board3,C,-0.0499999999999999,39471.64,0.07692
Hsin Tings Board,Board3,C,-0.0249999999999999,39462.23,0.74599
Hsin Tings Board,Board3,C,0,39453.23,1.39275
Hsin Tings Board,Board3,C,0.0249999999999999,39444.39,2.05509
Hsin Tings Board,Board3,C,0.0499999999999999,39434.23,2.69497
Hsin Tings Board,Board3,C,0.075,39425.37,3.21387
Hsin Tings Board,Board3,C,0.1,39416.3,3.99
Hsin Tings Board,Board3,C,0.125,39407.68,4.5703
Hsin Tings Board,Board3,C,0.15,39398.37,5.1932
Hsin Tings Board,Board3,C,0.175,39390.08,5.7282
Hsin Tings Board,Board3,C,0.2,39381.21,6.3099
Hsin Tings Board,Board3,C,0.225,39371.98,6.9042
Hsin Tings Board,Board3,C,0.25,39363.35,7.5285
Hsin Tings Board,Board3,C,0.275,39354.95,7.8787
Hsin Tings Board,Board3,C,0.3,39346.45,8.3326
Hsin Tings Board,Board3,C,0.325,39338.25,8.7063
Hsin Tings Board,Board3,C,0.35,39329.47,9.1529
Hsin Tings Board,Board3,C,0.375,39321.22,9.6909
Hsin Tings Board,Board3,C,0.4,39311.61,10.2706
Hsin Tings Board,Board3,C,0.425,39303.42,10.8881
Hsin Tings Board,Board3,C,0.45,39293.95,11.4746
Hsin Tings Board,Board3,C,0.475,39286.45,12.0709
Hsin Tings Board,Board3,C,0.5,39277.32,12.6793
Hsin Tings Board,Board3,C,0.525,39268.8,13.278
Hsin Tings Board,Board3,C,0.55,39260.07,13.9079
Hsin Tings Board,Board3,C,0.575,39251.39,14.5174
Hsin Tings Board,Board3,C,0.6,39242.33,15.1387
Hsin Tings Board,Board3,C,0.625,39234.08,15.7762
Hsin Tings Board,Board3,C,0.65,39225.41,16.3968
Hsin Tings Board,Board3,C,0.675,39216.81,17.0422
Hsin Tings Board,Board3,C,0.7,39207.77,17.6892
Hsin Tings Board,Board3,C,0.725,39199.73,18.3219
Hsin Tings Board,Board3,C,0.75,39191.39,18.951
Hsin Tings Board,Board3,C,0.775,39182.82,19.6009
Hsin Tings Board,Board3,C,0.8,39174.78,20.2564
Hsin Tings Board,Board3,C,0.825,39165.3,20.8889
Hsin Tings Board,Board3,C,0.85,39156.88,21.5476
Hsin Tings Board,Board3,C,0.875,39149.33,22.1983
Hsin Tings Board,Board3,C,0.9,39139.98,22.8478
Hsin Tings Board,Board3,C,0.925,39131.69,23.4836
Hsin Tings Board,Board3,C,0.95,39123.13,24.1274
Hsin Tings Board,Board3,C,0.975,39114.51,24.7765
Hsin Tings Board,Board3,C,1,39106.23,25.4253
Hsin Tings Board,Board3,D,-1,43133.64,-25.3145
Hsin Tings Board,Board3,D,-0.975,43121.79,-24.6619
Hsin Tings Board,Board3,D,-0.95,43110.86,-24.0079
Hsin Tings Board,Board3,D,-0.925,43099.87,-23.3705
Hsin Tings Board,Board3,D,-0.9,43087.57,-22.6986
Hsin Tings Board,Board3,D,-0.875,43076.7,-22.0508
Hsin Tings Board,Board3,D,-0.85,43065.48,-21.4025
Hsin Tings Board,Board3,D,-0.825,43055.55,-20.7713
Hsin Tings Board,Board3,D,-0.8,43043.65,-20.1261
Hsin Tings Board,Board3,D,-0.775,43032.75,-19.4743
Hsin Tings Board,Board3,D,-0.75,43021.67,-18.8276
Hsin Tings Board,Board3,D,-0.725,43008.88,-18.1644
Hsin Tings Board,Board3,D,-0.7,42998.57,-17.5172
Hsin Tings Board,Board3,D,-0.675,42986.95,-16.878
Hsin Tings Board,Board3,D,-0.65,42975.09,-16.2192
Hsin Tings Board,Board3,D,-0.625,42963.7,-15.5842
Hsin Tings Board,Board3,D,-0.6,42951.38,-14.9234
Hsin Tings Board,Board3,D,-0.575,42939.76,-14.2749
Hsin Tings Board,Board3,D,-0.55,42929.82,-13.6358
Hsin Tings Board,Board3,D,-0.525,42918.44,-12.9975
