Dataset,Board,Sensor,Kepco_Current_A,Resistance_Ohms,Magnetic_Field_T
Peters Board,Board2,C,0.325,63999.14,8.5876
Peters Board,Board2,C,0.35,63968.6,9.2414
Peters Board,Board2,C,0.375,63938.01,9.8842
Peters Board,Board2,C,0.4,63908.99,10.5332
Peters Board,Board2,C,0.425,63878.08,11.2012
Peters Board,Board2,C,0.45,63849.86,11.8445
Peters Board,Board2,C,0.475,63821.33,12.4981
Peters Board,Board2,C,0.5,63791.54,13.1572
Peters Board,Board2,C,0.525,63761.89,13.7978
Peters Board,Board2,C,0.55,63729.91,14.4284
Peters Board,Board2,C,0.575,63702.23,15.0839
Peters Board,Board2,C,0.6,63669.16,15.7298
Peters Board,Board2,C,0.625,63640.54,16.3733
Peters Board,Board2,C,0.65,63610.76,17.0407
Peters Board,Board2,C,0.675,63576.98,17.6789
Peters Board,Board2,C,0.7,63546.94,18.3261
Peters Board,Board2,C,0.725,63520.06,18.9681
Peters Board,Board2,C,0.75,63489.47,19.612
Peters Board,Board2,C,0.775,63458.97,20.2691
Peters Board,Board2,C,0.8,63430.75,20.9125
Peters Board,Board2,C,0.825,63401.7,21.544
Peters Board,Board2,C,0.85,63374.38,22.2284
Peters Board,Board2,C,0.875,63344.6,22.8594
Peters Board,Board2,C,0.9,63312.58,23.4984
Peters Board,Board2,C,0.925,63284.86,24.1382
Peters Board,Board2,C,0.95,63254.85,24.7803
Peters Board,Board2,C,0.975,63225.04,25.4368
Peters Board,Board2,C,1,63199.46,26.0805
Peters Board,Board2,D,-1,66413.06,-25.6523
Peters Board,Board2,D,-0.975,66362.07,-24.9993
Peters Board,Board2,D,-0.95,66314.98,-24.3688
Peters Board,Board2,D,-0.925,66268.91,-23.7085
Peters Board,Board2,D,-0.9,66219.39,-23.0518
Peters Board,Board2,D,-0.875,66173.04,-22.4086
Peters Board,Board2,D,-0.85,66123.3,-21.7651
Peters Board,Board2,D,-0.825,66076.09,-21.1189
Peters Board,Board2,D,-0.8,66027.88,-20.489
Peters Board,Board2,D,-0.775,65982.48,-19.8259
Peters Board,Board2,D,-0.75,65935.73,-19.2084
Peters Board,Board2,D,-0.725,65890.72,-18.561
Peters Board,Board2,D,-0.7,65841.71,-17.9057
Peters Board,Board2,D,-0.675,65794.2,-17.2492
Peters Board,Board2,D,-0.65,65747.65,-16.6056
Peters Board,Board2,D,-0.625,65700.22,-15.9405
Peters Board,Board2,D,-0.6,65654.59,-15.3065
Peters Board,Board2,D,-0.575,65605.86,-14.6704
Peters Board,Board2,D,-0.55,65559.98,-14.0265
Peters Board,Board2,D,-0.525,65512.38,-13.3818
Peters Board,Board2,D,-0.5,65464.28,-12.7191
Peters Board,Board2,D,-0.475,65418.85,-12.0887
Peters Board,Board2,D,-0.45,65372.48,-11.4404
Peters Board,Board2,D,-0.425,65326.85,-10.8036
Peters Board,Board2,D,-0.4,65279.77,-10.1569
Peters Board,Board2,D,-0.375,65233.36,-9.4823
Peters Board,Board2,D,-0.35,65187.59,-8.858
Peters Board,Board2,D,-0.325,65139.27,-8.2343
Peters Board,Board2,D,-0.3,65094.85,-7.574
Peters Board,Board2,D,-0.275,65049.82,-6.9253
Peters Board,Board2,D,-0.25,65004.78,-6.2741
Peters Board,Board2,D,-0.225,64957.58,-5.6289
Peters Board,Board2,D,-0.2,64911.34,-4.9944
Peters Board,Board2,D,-0.175,64866.47,-4.3368
Peters Board,Board2,D,-0.15,64820.14,-3.697
Peters Board,Board2,D,-0.125,64774.04,-3.0633
Peters Board,Board2,D,-0.1,64728.13,-2.4294
Peters Board,Board2,D,-0.075,64683,-1.9375
Peters Board,Board2,D,-0.0499999999999999,64637.24,-1.12569
Peters Board,Board2,D,-0.0249999999999999,64593.73,-0.47075
Peters Board,Board2,D,0,64550.16,0.17431
Peters Board,Board2,D,0.0249999999999999,64504.73,0.81384
Peters Board,Board2,D,0.0499999999999999,64461.11,1.45483
Peters Board,Board2,D,0.075,64413.25,2.10582
Peters Board,Board2,D,0.1,64368.1,2.75871
Peters Board,Board2,D,0.125,64325.25,3.24814
Peters Board,Board2,D,0.15,64276.79,4.057
Peters Board,Board2,D,0.175,64231.04,4.6969
Peters Board,Board2,D,0.2,64187.17,5.3289
Peters Board,Board2,D,0.225,64139.39,5.9781
Peters Board,Board2,D,0.25,64093.38,6.6175
Peters Board,Board2,D,0.275,64052.88,7.2838
Peters Board,Board2,D,0.3,64009.8,7.929
Peters Board,Board2,D,0.325,63966.68,8.5824
Peters Board,Board2,D,0.35,63921.77,9.1903
Peters Board,Board2,D,0.375,63880.3,9.8538
Peters Board,Board2,D,0.4,63836.66,10.4791
Peters Board,Board2,D,0.425,63793.57,11.1346
Peters Board,Board2,D,0.45,63749.63,11.7693
Peters Board,Board2,D,0.475,63707.23,12.4004
Peters Board,Board2,D,0.5,63662.46,13.0476
Peters Board,Board2,D,0.525,63618.75,13.694
Peters Board,Board2,D,0.55,63576.05,14.3558
Peters Board,Board2,D,0.575,63534.2,14.9893
Peters Board,Board2,D,0.6,63490.56,15.6306
Peters Board,Board2,D,0.625,63447.97,16.2767
Peters Board,Board2,D,0.65,63398.52,16.9013
Peters Board,Board2,D,0.675,63362.74,17.5513
Peters Board,Board2,D,0.7,63319.13,18.2055
Peters Board,Board2,D,0.725,63276.55,18.8412
Peters Board,Board2,D,0.75,63235.29,19.4962
Peters Board,Board2,D,0.775,63190.69,20.1357
Peters Board,Board2,D,0.8,63150.56,20.7896
Peters Board,Board2,D,0.825,63103.1,21.4418
Peters Board,Board2,D,0.85,63065.55,22.0582
Peters Board,Board2,D,0.875,63023.61,22.7189
Peters Board,Board2,D,0.9,62981.95,23.3618
Peters Board,Board2,D,0.925,62932.79,24.0127
Peters Board,Board2,D,0.95,62895.04,24.6481
Peters Board,Board2,D,0.975,62854.64,25.2864
Peters Board,Board2,D,1,62812.46,25.9357
Peters Board,Board2,D_mod,-1,66404.74,-25.0186
Peters Board,Board2,D_mod,-0.975,66358.88,-25.009
Peters Board,Board2,D_mod,-0.95,66309.97,-24.3552
Peters Board,Board2,D_mod,-0.925,66262.45,-23.7224
Peters Board,Board2,D_mod,-0.9,66215.1,-23.074
Peters Board,Board2,D_mod,-0.875,66168.2,-22.425
Peters Board,Board2,D_mod,-0.85,66117.59,-21.7646
Peters Board,Board2,D_mod,-0.825,66072.34,-21.1413
Peters Board,Board2,D_mod,-0.8,66024.53,-20.482
Peters Board,Board2,D_mod,-0.775,65977.7,-19.8257
Peters Board,Board2,D_mod,-0.75,65931.59,-19.212
Peters Board,Board2,D_mod,-0.725,65880.47,-18.5433
Peters Board,Board2,D_mod,-0.7,65834.38,-17.9086
Peters Board,Board2,D_mod,-0.675,65787.37,-17.2593
Peters Board,Board2,D_mod,-0.65,65740.92,-16.6118
Peters Board,Board2,D_mod,-0.625,65692.73,-15.9744
Peters Board,Board2,D_mod,-0.6,65644.8,-15.3373
Peters Board,Board2,D_mod,-0.575,65597.82,-14.7014
Peters Board,Board2,D_mod,-0.55,65552.28,-14.0199
Peters Board,Board2,D_mod,-0.525,65506.3,-13.3811
Peters Board,Board2,D_mod,-0.5,65459.02,-12.7509
Peters Board,Board2,D_mod,-0.475,65414.15,-12.091
Peters Board,Board2,D_mod,-0.45,65368.84,-11.446
Peters Board,Board2,D_mod,-0.425,65320.58,-10.7949
Peters Board,Board2,D_mod,-0.4,65274.42,-10.1544
Peters Board,Board2,D_mod,-0.375,65225.18,-9.5009
Peters Board,Board2,D_mod,-0.35,65180.6,-8.8695
Peters Board,Board2,D_mod,-0.325,65135.54,-8.2203
Peters Board,Board2,D_mod,-0.3,65089.15,-7.5694
Peters Board,Board2,D_mod,-0.275,65044.91,-6.9288
Peters Board,Board2,D_mod,-0.25,64998.89,-6.2819
Peters Board,Board2,D_mod,-0.225,64953.77,-5.649
Peters Board,Board2,D_mod,-0.2,64907.3,-4.996
Peters Board,Board2,D_mod,-0.175,64862.3,-4.3342
Peters Board,Board2,D_mod,-0.15,64815.23,-3.6906
Peters Board,Board2,D_mod,-0.125,64771.62,-3.0588
Peters Board,Board2,D_mod,-0.1,64725.52,-2.4242
Peters Board,Board2,D_mod,-0.075,64680.64,-1.7989
Peters Board,Board2,D_mod,-0.0499999999999999,64635.77,-1.11967
Peters Board,Board2,D_mod,-0.0249999999999999,64588.03,-0.48257
Peters Board,Board2,D_mod,0,64542.59,0.15833
Peters Board,Board2,D_mod,0.0249999999999999,64495.34,0.80609
Peters Board,Board2,D_mod,0.0499999999999999,64451.22,1.45918
Peters Board,Board2,D_mod,0.075,64405.31,2.11972
Peters Board,Board2,D_mod,0.1,64355.84,2.76009
Peters Board,Board2,D_mod,0.125,64316.88,3.24643
Peters Board,Board2,D_mod,0.15,64273.41,4.0368
Peters Board,Board2,D_mod,0.175,64229.14,4.695
Peters Board,Board2,D_mod,0.2,64185.63,5.3363
Peters Board,Board2,D_mod,0.225,64139.69,5.9816
Peters Board,Board2,D_mod,0.25,64094.69,6.6388
Peters Board,Board2,D_mod,0.275,64051.75,7.2893
Peters Board,Board2,D_mod,0.3,64006.64,7.9251
Peters Board,Board2,D_mod,0.325,63965.59,8.5523
Peters Board,Board2,D_mod,0.35,63922.54,9.2009
Peters Board,Board2,D_mod,0.375,63880.95,9.8392
Peters Board,Board2,D_mod,0.4,63837.67,10.4818
Peters Board,Board2,D_mod,0.425,63792.29,11.1368
Peters Board,Board2,D_mod,0.45,63747.96,11.7713
Peters Board,Board2,D_mod,0.475,63702.21,12.4187
Peters Board,Board2,D_mod,0.5,63660.46,13.0652
Peters Board,Board2,D_mod,0.525,63619.95,13.712
Peters Board,Board2,D_mod,0.55,63575.09,14.3463
Peters Board,Board2,D_mod,0.575,63535.4,14.9979
Peters Board,Board2,D_mod,0.6,63490.89,15.6379
Peters Board,Board2,D_mod,0.625,63444.31,16.29
Peters Board,Board2,D_mod,0.65,63400.44,16.9315
Peters Board,Board2,D_mod,0.675,63358.25,17.5871
Peters Board,Board2,D_mod,0.7,63316.55,18.2256
Peters Board,Board2,D_mod,0.725,63272.6,18.8492
Peters Board,Board2,D_mod,0.75,63228.06,19.5056
Peters Board,Board2,D_mod,0.775,63187.57,20.1639
Peters Board,Board2,D_mod,0.8,63144.2,20.8076
Peters Board,Board2,D_mod,0.825,63101.82,21.4616
Peters Board,Board2,D_mod,0.85,63058.57,22.0819
Peters Board,Board2,D_mod,0.875,63019.53,22.7334
Peters Board,Board2,D_mod,0.9,62975.42,23.3844
Peters Board,Board2,D_mod,0.925,62933.02,24.0227
Peters Board,Board2,D_mod,0.95,62891.55,24.6716
Peters Board,Board2,D_mod,0.975,62850.04,25.3214
Peters Board,Board2,D_mod,1,62808.86,25.9696
Peters Board,Board2,E,-1,53399.75,-25.6144
Peters Board,Board2,E,-0.975,53341.17,-24.9665
Peters Board,Board2,E,-0.95,53284.84,-24.3202
Peters Board,Board2,E,-0.925,53226.04,-23.6667
Peters Board,Board2,E,-0.9,53166.98,-23.0318
Peters Board,Board2,E,-0.875,53109.54,-22.3711
Peters Board,Board2,E,-0.85,53051.07,-21.7394
Peters Board,Board2,E,-0.825,52991.98,-21.0918
Peters Board,Board2,E,-0.8,52933.06,-20.4471
Peters Board,Board2,E,-0.775,52876.38,-19.8069
Peters Board,Board2,E,-0.75,52817.1,-19.1526
Peters Board,Board2,E,-0.725,52761.46,-18.5135
Peters Board,Board2,E,-0.7,52702.37,-17.8589
Peters Board,Board2,E,-0.675,52645.86,-17.2217
Peters Board,Board2,E,-0.65,52590.81,-16.5636
Peters Board,Board2,E,-0.625,52531.67,-15.9211
Peters Board,Board2,E,-0.6,52475.22,-15.2796
Peters Board,Board2,E,-0.575,52418.65,-14.6324
Peters Board,Board2,E,-0.55,52361.91,-13.9923
Peters Board,Board2,E,-0.525,52305.27,-13.3428
Peters Board,Board2,E,-0.5,52249.62,-12.7101
Peters Board,Board2,E,-0.475,52191.9,-12.0541
Peters Board,Board2,E,-0.45,52136.47,-11.4039
Peters Board,Board2,E,-0.425,52081.08,-10.7592
Peters Board,Board2,E,-0.4,52024.98,-10.1228
Peters Board,Board2,E,-0.375,51969.02,-9.4672
Peters Board,Board2,E,-0.35,51913.73,-8.8134
Peters Board,Board2,E,-0.325,51856.78,-8.1865
Peters Board,Board2,E,-0.3,51801.56,-7.5168
Peters Board,Board2,E,-0.275,51746.68,-6.9123
Peters Board,Board2,E,-0.25,51693.4,-6.2338
Peters Board,Board2,E,-0.225,51639.02,-5.5876
Peters Board,Board2,E,-0.2,51584.59,-4.9458
Peters Board,Board2,E,-0.175,51529.53,-4.2984
Peters Board,Board2,E,-0.15,51475.26,-3.6437
Peters Board,Board2,E,-0.125,51421.3,-3.0223
Peters Board,Board2,E,-0.1,51367.04,-2.3712
Peters Board,Board2,E,-0.075,51313.65,-1.7136
Peters Board,Board2,E,-0.0499999999999999,51259.83,-1.0721
Peters Board,Board2,E,-0.0249999999999999,51205.99,-0.44071
Peters Board,Board2,E,0,51149.81,0.20871
Peters Board,Board2,E,0.0249999999999999,51097.22,0.85988
Peters Board,Board2,E,0.0499999999999999,51044.31,1.50754
Peters Board,Board2,E,0.075,50989.38,2.14125
Peters Board,Board2,E,0.1,50937.07,2.7925
Peters Board,Board2,E,0.125,50882.68,3.1985
Peters Board,Board2,E,0.15,50830.12,4.0979
Peters Board,Board2,E,0.175,50778.02,4.7264
Peters Board,Board2,E,0.2,50725.95,5.3809
Peters Board,Board2,E,0.225,50673.26,6.0027
Peters Board,Board2,E,0.25,50620.19,6.6526
Peters Board,Board2,E,0.275,50569.5,7.2872
Peters Board,Board2,E,0.3,50518.07,7.902
Peters Board,Board2,E,0.325,50466.73,8.5329
Peters Board,Board2,E,0.35,50416,9.175
Peters Board,Board2,E,0.375,50364.15,9.8099
Peters Board,Board2,E,0.4,50312.15,10.4591
Peters Board,Board2,E,0.425,50260.91,11.0916
Peters Board,Board2,E,0.45,50209.58,11.7247
Peters Board,Board2,E,0.475,50159.5,12.3367
Peters Board,Board2,E,0.5,50108.13,12.9932
Peters Board,Board2,E,0.525,50058.05,13.6425
Peters Board,Board2,E,0.55,50007.57,14.2992
Peters Board,Board2,E,0.575,49957.44,14.9347
Peters Board,Board2,E,0.6,49905.38,15.5809
Peters Board,Board2,E,0.625,49855.82,16.2048
Peters Board,Board2,E,0.65,49805.96,16.8517
Peters Board,Board2,E,0.675,49755.62,17.4963
Peters Board,Board2,E,0.7,49705.23,18.1496
Peters Board,Board2,E,0.725,49655.66,18.7898
Peters Board,Board2,E,0.75,49606,19.4387
Peters Board,Board2,E,0.775,49555.45,20.0672
Peters Board,Board2,E,0.8,49506.75,20.7209
Peters Board,Board2,E,0.825,49457.73,21.3545
Peters Board,Board2,E,0.85,49408.57,22.0006
Peters Board,Board2,E,0.875,49359.54,22.6407
Peters Board,Board2,E,0.9,49310.84,23.3163
Peters Board,Board2,E,0.925,49260.79,23.9616
Peters Board,Board2,E,0.95,49212.86,24.6089
Peters Board,Board2,E,0.975,49163.61,25.2455
Peters Board,Board2,E,1,49114.72,25.8632
Peters Board,Board2,F,-1,67711.59,-25.5272
Peters Board,Board2,F,-0.975,67696.01,-24.9018
Peters Board,Board2,F,-0.95,67681.16,-24.2526
Peters Board,Board2,F,-0.925,67665.82,-23.5942
Peters Board,Board2,F,-0.9,67651.98,-22.9607
Peters Board,Board2,F,-0.875,67636.52,-22.3019
Peters Board,Board2,F,-0.85,67623,-21.6609
Peters Board,Board2,F,-0.825,67607.23,-21.0237
Peters Board,Board2,F,-0.8,67592.86,-20.3743
Peters Board,Board2,F,-0.775,67578.95,-19.7434
Peters Board,Board2,F,-0.75,67561.67,-19.0831
Peters Board,Board2,F,-0.725,67545.38,-18.4335
Peters Board,Board2,F,-0.7,67533.37,-17.7897
Peters Board,Board2,F,-0.675,67519.25,-17.1224
Peters Board,Board2,F,-0.65,67505.02,-16.4882
Peters Board,Board2,F,-0.625,67489.04,-15.8367
Peters Board,Board2,F,-0.6,67474.46,-15.2164
Peters Board,Board2,F,-0.575,67459.12,-14.5687
Peters Board,Board2,F,-0.55,67443.83,-13.9168
Peters Board,Board2,F,-0.525,67430.56,-13.2624
Peters Board,Board2,F,-0.5,67417.09,-12.6083
Peters Board,Board2,F,-0.475,67405.14,-11.9743
Peters Board,Board2,F,-0.45,67384.59,-11.3142
Peters Board,Board2,F,-0.425,67372.84,-10.6815
Peters Board,Board2,F,-0.4,67358.74,-10.0419
Peters Board,Board2,F,-0.375,67345.12,-9.3899
Peters Board,Board2,F,-0.35,67328.21,-8.7554
Peters Board,Board2,F,-0.325,67315.73,-8.104
Peters Board,Board2,F,-0.3,67301.31,-7.4482
Peters Board,Board2,F,-0.275,67286.31,-6.8058
Peters Board,Board2,F,-0.25,67272.62,-6.1505
Peters Board,Board2,F,-0.225,67254.63,-5.5113
Peters Board,Board2,F,-0.2,67243.02,-4.8745
Peters Board,Board2,F,-0.175,67228.17,-4.2328
Peters Board,Board2,F,-0.15,67213.53,-3.6046
Peters Board,Board2,F,-0.125,67199.58,-2.9455
Peters Board,Board2,F,-0.1,67186.07,-2.2789
Peters Board,Board2,F,-0.075,67169.53,-1.6701
Peters Board,Board2,F,-0.0499999999999999,67155.24,-1.01326
Peters Board,Board2,F,-0.0249999999999999,67139.17,-0.3672
Peters Board,Board2,F,0,67121.87,0.28124
Peters Board,Board2,F,0.0249999999999999,67109.82,0.92228
Peters Board,Board2,F,0.0499999999999999,67096.02,1.5598
Peters Board,Board2,F,0.075,67083.37,2.21654
Peters Board,Board2,F,0.1,67066.93,2.85516
Peters Board,Board2,F,0.125,67049.9,3.4414
Peters Board,Board2,F,0.15,67035.35,4.112
Peters Board,Board2,F,0.175,67023.38,4.7438
Peters Board,Board2,F,0.2,67008.88,5.371
Peters Board,Board2,F,0.225,66995.26,5.9959
Peters Board,Board2,F,0.25,66983.71,6.6151
Peters Board,Board2,F,0.275,66971.93,7.2332
Peters Board,Board2,F,0.3,66958.95,7.8548
Peters Board,Board2,F,0.325,66945.25,8.4785
Peters Board,Board2,F,0.35,66930.98,9.1147
Peters Board,Board2,F,0.375,66915.66,9.7417
Peters Board,Board2,F,0.4,66901.13,10.3753
Peters Board,Board2,F,0.425,66883.15,11.0206
Peters Board,Board2,F,0.45,66867.66,11.6738
Peters Board,Board2,F,0.475,66856.66,12.3137
Peters Board,Board2,F,0.5,66862.16,12.9512
Peters Board,Board2,F,0.525,66835.8,13.5938
Peters Board,Board2,F,0.55,66839.35,14.2218
Peters Board,Board2,F,0.575,66821.73,14.8843
Peters Board,Board2,F,0.6,66803.52,15.5055
Peters Board,Board2,F,0.625,66792.87,16.155
Peters Board,Board2,F,0.65,66777.21,16.8128
Peters Board,Board2,F,0.675,66766.7,17.4527
Peters Board,Board2,F,0.7,66754.61,18.1037
Peters Board,Board2,F,0.725,66738.67,18.7316
Peters Board,Board2,F,0.75,66720.95,19.3753
Peters Board,Board2,F,0.775,66707.76,20.0204
Peters Board,Board2,F,0.8,66691.48,20.6537
Peters Board,Board2,F,0.825,66677.73,21.2973
Peters Board,Board2,F,0.85,66659.42,21.9588
Peters Board,Board2,F,0.875,66650.14,22.6026
Peters Board,Board2,F,0.9,66639.36,23.2597
Peters Board,Board2,F,0.925,66629.3,23.9033
Peters Board,Board2,F,0.95,66620.33,24.5164
Peters Board,Board2,F,0.975,66603.27,25.1854
Peters Board,Board2,F,1,66581.02,25.8127
Peters Board,Board2,G,-1,51486.1,-25.2142
Peters Board,Board2,G,-0.975,51478.42,-25.3167
Peters Board,Board2,G,-0.95,51470.13,-24.6505
Peters Board,Board2,G,-0.925,51461.36,-23.998
Peters Board,Board2,G,-0.9,51455,-23.3729
Peters Board,Board2,G,-0.875,51444.24,-22.7205
Peters Board,Board2,G,-0.85,51435.76,-22.0678
Peters Board,Board2,G,-0.825,51428.8,-21.4167
Peters Board,Board2,G,-0.8,51421.34,-20.7843
Peters Board,Board2,G,-0.775,51414.7,-20.1316
Peters Board,Board2,G,-0.75,51406.92,-19.4786
Peters Board,Board2,G,-0.725,51398.67,-18.8491
Peters Board,Board2,G,-0.7,51388.83,-18.1771
Peters Board,Board2,G,-0.675,51380.38,-17.5331
Peters Board,Board2,G,-0.65,51372.22,-16.8836
Peters Board,Board2,G,-0.625,51363.77,-16.2435
Peters Board,Board2,G,-0.6,51357.81,-15.61
Peters Board,Board2,G,-0.575,51349.75,-14.9495
Peters Board,Board2,G,-0.55,51338.92,-14.31
Peters Board,Board2,G,-0.525,51332.06,-13.6734
Peters Board,Board2,G,-0.5,51324.12,-13.0017
Peters Board,Board2,G,-0.475,51315.31,-12.356
Peters Board,Board2,G,-0.45,51306.83,-11.7111
Peters Board,Board2,G,-0.425,51298.17,-11.0589
Peters Board,Board2,G,-0.4,51287.4,-10.4226
Peters Board,Board2,G,-0.375,51282.35,-9.7682
Peters Board,Board2,G,-0.35,51273.96,-9.1332
Peters Board,Board2,G,-0.325,51264.92,-8.461
Peters Board,Board2,G,-0.3,51256.05,-7.8087
Peters Board,Board2,G,-0.275,51248.8,-7.1758
Peters Board,Board2,G,-0.25,51239.61,-6.5161
Peters Board,Board2,G,-0.225,51231.56,-5.8616
Peters Board,Board2,G,-0.2,51224.15,-5.2287
Peters Board,Board2,G,-0.175,51216.36,-4.57
Peters Board,Board2,G,-0.15,51207.83,-3.9227
Peters Board,Board2,G,-0.125,51199.33,-3.2863
Peters Board,Board2,G,-0.1,51189.5,-2.6358
Peters Board,Board2,G,-0.075,51183.87,-1.9736
Peters Board,Board2,G,-0.0499999999999999,51176.12,-1.32705
Peters Board,Board2,G,-0.0249999999999999,51165.84,-0.67992
Peters Board,Board2,G,0,51158.82,-0.03431
Peters Board,Board2,G,0.0249999999999999,51151.12,0.62681
Peters Board,Board2,G,0.0499999999999999,51142.86,1.26558
Peters Board,Board2,G,0.075,51134.29,1.91498
Peters Board,Board2,G,0.1,51124.82,2.5721
Peters Board,Board2,G,0.125,51115.43,3.22536
Peters Board,Board2,G,0.15,51108.63,3.9077
Peters Board,Board2,G,0.175,51101.8,4.5577
Peters Board,Board2,G,0.2,51092.34,5.1898
Peters Board,Board2,G,0.225,51083.04,5.8779
Peters Board,Board2,G,0.25,51073.2,6.5549
Peters Board,Board2,G,0.275,51065.38,7.2274
Peters Board,Board2,G,0.3,51058.93,7.9068
Peters Board,Board2,G,0.325,51050.04,8.5917
Peters Board,Board2,G,0.35,51041.07,9.2496
Peters Board,Board2,G,0.375,51034.21,9.9216
Peters Board,Board2,G,0.4,51026.27,10.563
Peters Board,Board2,G,0.425,51018.86,11.2338
Peters Board,Board2,G,0.45,51010.93,11.8918
Peters Board,Board2,G,0.475,50999.92,12.5572
Peters Board,Board2,G,0.5,50995.15,13.2035
Peters Board,Board2,G,0.525,50986.03,13.8748
Peters Board,Board2,G,0.55,50976.17,14.52
Peters Board,Board2,G,0.575,50968.48,15.1705
Peters Board,Board2,G,0.6,50959.4,15.8226
Peters Board,Board2,G,0.625,50951.83,16.4715
Peters Board,Board2,G,0.65,50944.43,17.1229
Peters Board,Board2,G,0.675,50937.13,17.7758
Peters Board,Board2,G,0.7,50928.83,18.4465
Peters Board,Board2,G,0.725,50918.89,19.0933
Peters Board,Board2,G,0.75,50911.29,19.7371
Peters Board,Board2,G,0.775,50905.3,20.3876
Peters Board,Board2,G,0.8,50893.39,21.0383
Peters Board,Board2,G,0.825,50886.68,21.6894
Peters Board,Board2,G,0.85,50876.28,22.3505
Peters Board,Board2,G,0.875,50868.46,22.9963
Peters Board,Board2,G,0.9,50861.65,23.6458
Peters Board,Board2,G,0.925,50851.89,24.2967
Peters Board,Board2,G,0.95,50844.98,24.9381
Peters Board,Board2,G,0.975,50837.05,25.5722
Peters Board,Board2,G,1,50828.23,26.2558
Peters Board,Board2,H,-1,59450.35,-25.6894
Peters Board,Board2,H,-0.975,59434.73,-25.2458
Peters Board,Board2,H,-0.95,59421.06,-24.6135
Peters Board,Board2,H,-0.925,59401.92,-23.9458
Peters Board,Board2,H,-0.9,59385.73,-23.3023
Peters Board,Board2,H,-0.875,59371.3,-22.6606
Peters Board,Board2,H,-0.85,59354.47,-22.0014
Peters Board,Board2,H,-0.825,59337.24,-21.35
Peters Board,Board2,H,-0.8,59323,-20.7111
Peters Board,Board2,H,-0.775,59307.08,-20.0549
Peters Board,Board2,H,-0.75,59290.06,-19.4193
Peters Board,Board2,H,-0.725,59273.63,-18.787
Peters Board,Board2,H,-0.7,59257.74,-18.1176
Peters Board,Board2,H,-0.675,59243.96,-17.466
Peters Board,Board2,H,-0.65,59229.28,-16.8249
Peters Board,Board2,H,-0.625,59210.56,-16.1796
Peters Board,Board2,H,-0.6,59196.25,-15.5432
Peters Board,Board2,H,-0.575,59178.92,-14.8857
Peters Board,Board2,H,-0.55,59164.75,-14.2338
Peters Board,Board2,H,-0.525,59148.25,-13.5958
Peters Board,Board2,H,-0.5,59130.95,-12.9266
Peters Board,Board2,H,-0.475,59114.25,-12.2803
Peters Board,Board2,H,-0.45,59097.07,-11.6288
Peters Board,Board2,H,-0.425,59083.05,-10.9727
Peters Board,Board2,H,-0.4,59065.92,-10.346
Peters Board,Board2,H,-0.375,59047.88,-9.7004
Peters Board,Board2,H,-0.35,59033.18,-9.0434
Peters Board,Board2,H,-0.325,59018.71,-8.4051
Peters Board,Board2,H,-0.3,59001.9,-7.7479
Peters Board,Board2,H,-0.275,58983.92,-7.0847
Peters Board,Board2,H,-0.25,58967.08,-6.4468
Peters Board,Board2,H,-0.225,58953.53,-5.8093
Peters Board,Board2,H,-0.2,58934.24,-5.1556
Peters Board,Board2,H,-0.175,58919.59,-4.524
Peters Board,Board2,H,-0.15,58904.96,-3.8516
Peters Board,Board2,H,-0.125,58886.95,-3.2031
Peters Board,Board2,H,-0.1,58870.74,-2.5555
Peters Board,Board2,H,-0.075,58854.48,-1.9459
Peters Board,Board2,H,-0.0499999999999999,58838.82,-1.25623
Peters Board,Board2,H,-0.0249999999999999,58823.61,-0.59231
Peters Board,Board2,H,0,58806.01,0.03581
Peters Board,Board2,H,0.0249999999999999,58792.47,0.69994
Peters Board,Board2,H,0.0499999999999999,58774.38,1.34629
Peters Board,Board2,H,0.075,58757.4,1.98773
Peters Board,Board2,H,0.1,58744.7,2.6634
Peters Board,Board2,H,0.125,58725.28,3.28229
Peters Board,Board2,H,0.15,58708.65,3.9391
Peters Board,Board2,H,0.175,58691.64,4.6275
Peters Board,Board2,H,0.2,58677.15,5.2604
Peters Board,Board2,H,0.225,58660.05,5.935
Peters Board,Board2,H,0.25,58644.18,6.6009
Peters Board,Board2,H,0.275,58630.05,7.2774
Peters Board,Board2,H,0.3,58614.16,7.9876
Peters Board,Board2,H,0.325,58595.88,8.6509
Peters Board,Board2,H,0.35,58580.51,9.3153
Peters Board,Board2,H,0.375,58565.79,10.0114
Peters Board,Board2,H,0.4,58547.59,10.6723
Peters Board,Board2,H,0.425,58531.45,11.3603
Peters Board,Board2,H,0.45,58517.72,12.0223
Peters Board,Board2,H,0.475,58499.21,12.6898
Peters Board,Board2,H,0.5,58487.16,13.3554
Peters Board,Board2,H,0.525,58469.92,14.0108
Peters Board,Board2,H,0.55,58454.93,14.6492
Peters Board,Board2,H,0.575,58440.08,15.3259
Peters Board,Board2,H,0.6,58423.14,15.9765
Peters Board,Board2,H,0.625,58408.2,16.6441
Peters Board,Board2,H,0.65,58393.85,17.3082
Peters Board,Board2,H,0.675,58376.77,17.9421
Peters Board,Board2,H,0.7,58360.02,18.6017
Peters Board,Board2,H,0.725,58347.27,19.2581
Peters Board,Board2,H,0.75,58331.07,19.9084
Peters Board,Board2,H,0.775,58314.84,20.5784
Peters Board,Board2,H,0.8,58300.7,21.221
Peters Board,Board2,H,0.825,58284.38,21.8848
